loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
824,1, Graduate, Yes,6400000,17900000,6,575,6600000,7600000,23100000,5300000, Approved
825,4, Graduate, No,1600000,5500000,10,577,400000,1200000,4100000,1400000, Approved
826,1, Not Graduate, No,7800000,24900000,6,500,15300000,10000000,16500000,4500000, Rejected
827,1, Not Graduate, Yes,4000000,9400000,8,509,1000000,4100000,10800000,5500000, Rejected
828,5, Graduate, No,7100000,14500000,14,664,5300000,12900000,15700000,9200000, Approved
829,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved
830,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000, Approved
831,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000, Approved
832,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000, Approved
833,4, Graduate, Yes,1100000,2700000,18,301,2800000,1600000,3300000,1500000, Rejected
834,1, Not Graduate, No,2200000,5200000,14,682,2600000,600000,6100000,1800000, Approved
835,3, Not Graduate, No,3400000,13500000,10,348,7900000,3700000,8200000,4700000, Rejected
836,0, Graduate, Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000, Approved
837,0, Graduate, Yes,9400000,20000000,6,389,16000000,7100000,19400000,10200000, Rejected
838,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000, Approved
839,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000, Approved
840,1, Graduate, Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000, Approved
841,0, Not Graduate, No,3100000,10100000,14,376,6400000,2600000,11600000,4300000, Rejected
842,4, Not Graduate, Yes,4700000,13700000,14,600,12100000,8400000,17700000,5000000, Approved
843,0, Graduate, No,9700000,30400000,4,300,17100000,16600000,38100000,9200000, Approved
844,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000, Approved
845,1, Graduate, No,8400000,24700000,8,519,12900000,16700000,17300000,6000000, Rejected
846,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000, Rejected
847,1, Graduate, Yes,5500000,19700000,10,312,12800000,4800000,19500000,3300000, Rejected
848,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000, Approved
849,4, Graduate, No,3900000,11000000,2,786,7900000,1600000,10700000,2100000, Approved
850,3, Not Graduate, Yes,700000,1600000,18,303,600000,500000,2000000,600000, Rejected
851,4, Graduate, Yes,3800000,14000000,6,711,9500000,7300000,14500000,3100000, Approved
852,2, Graduate, No,6400000,16900000,16,472,11100000,6000000,16300000,4500000, Rejected
853,1, Graduate, Yes,5500000,12100000,4,350,6300000,9200000,17200000,6900000, Rejected
854,4, Not Graduate, No,6700000,13400000,10,436,3600000,1200000,23200000,7500000, Rejected
855,2, Graduate, No,6600000,23200000,16,555,9900000,6500000,23300000,3300000, Approved
856,4, Not Graduate, Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000, Rejected
857,2, Not Graduate, No,5400000,13800000,20,574,900000,9200000,10900000,3700000, Approved
858,4, Not Graduate, Yes,3500000,12000000,8,314,7700000,100000,12600000,2700000, Rejected
859,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000, Rejected
860,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000, Approved
861,5, Not Graduate, Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000, Rejected
862,2, Not Graduate, Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000, Approved
863,0, Graduate, No,8800000,32900000,18,576,1300000,8700000,32600000,5600000, Approved
864,4, Graduate, No,7900000,30600000,2,569,7600000,3400000,20100000,7400000, Approved
865,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000, Approved
866,0, Not Graduate, No,4100000,14500000,12,441,9900000,300000,15700000,3900000, Rejected
867,0, Graduate, No,2000000,6200000,14,613,100000,1800000,5400000,1300000, Approved
868,4, Not Graduate, Yes,3600000,9500000,2,841,4900000,4400000,13500000,2100000, Approved
869,4, Not Graduate, No,9900000,29100000,18,772,24100000,19400000,26800000,11700000, Approved
870,5, Graduate, Yes,6100000,22500000,6,776,17600000,9900000,13800000,4800000, Approved
871,4, Not Graduate, Yes,3500000,10300000,10,337,9000000,5600000,10500000,4500000, Rejected
872,0, Not Graduate, Yes,7800000,19000000,12,333,15400000,14900000,30600000,9600000, Rejected
873,3, Not Graduate, Yes,8700000,29300000,4,312,9000000,2800000,30000000,4900000, Approved
874,2, Graduate, Yes,5500000,12400000,14,842,-100000,6800000,15800000,5800000, Approved
875,2, Graduate, No,8000000,31900000,16,806,19900000,1800000,23200000,5400000, Approved
876,5, Not Graduate, Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000, Rejected
877,5, Graduate, Yes,3700000,12000000,12,605,4900000,1800000,13200000,3100000, Approved
878,2, Not Graduate, Yes,7300000,15200000,20,776,14700000,9600000,26400000,4100000, Approved
879,1, Graduate, Yes,8000000,24600000,12,649,10800000,1600000,21800000,9200000, Approved
880,2, Not Graduate, Yes,5700000,18100000,20,491,6800000,100000,17700000,3900000, Rejected
881,0, Graduate, Yes,5800000,14100000,16,570,8200000,4200000,16400000,3700000, Approved
882,1, Not Graduate, No,900000,3500000,18,395,2500000,800000,3000000,1300000, Rejected
883,3, Not Graduate, Yes,1800000,5300000,14,440,2000000,100000,3700000,1000000, Rejected
884,2, Graduate, Yes,7600000,18100000,14,320,14700000,2600000,28100000,8500000, Rejected
885,2, Graduate, Yes,4100000,13500000,4,846,8900000,7800000,11400000,2400000, Approved
886,3, Graduate, Yes,4600000,10900000,12,856,13500000,5100000,9400000,3300000, Approved
887,3, Graduate, No,2300000,6800000,10,418,2800000,2700000,6300000,1400000, Rejected
888,0, Not Graduate, Yes,8000000,21100000,6,306,16100000,11800000,28200000,8700000, Rejected
889,2, Not Graduate, Yes,9500000,36800000,6,493,24100000,13800000,32100000,6200000, Rejected
890,2, Graduate, No,9300000,21200000,2,509,2800000,2600000,35800000,6600000, Rejected
891,5, Not Graduate, No,6000000,24000000,20,639,300000,7300000,15100000,6600000, Approved
892,2, Graduate, Yes,5500000,21700000,2,309,11800000,1000000,21600000,7600000, Approved
893,0, Not Graduate, Yes,4600000,14800000,6,433,12100000,4600000,11100000,6700000, Rejected
894,4, Not Graduate, Yes,400000,1100000,6,644,1000000,300000,1600000,400000, Approved
895,1, Not Graduate, Yes,7800000,22200000,10,763,11200000,1400000,27000000,4900000, Approved
896,3, Not Graduate, No,500000,1200000,6,757,1300000,100000,1200000,600000, Approved
897,3, Graduate, Yes,7600000,30000000,10,344,19000000,13700000,27600000,11100000, Rejected
898,3, Not Graduate, Yes,7200000,21600000,2,626,10600000,1600000,26900000,3700000, Approved
899,1, Graduate, No,4700000,14000000,2,411,4600000,5100000,10600000,3700000, Rejected
900,2, Not Graduate, No,4300000,11800000,20,701,11600000,4600000,14200000,3300000, Approved
901,5, Not Graduate, Yes,4400000,12500000,6,740,8200000,2300000,9900000,5400000, Approved
902,2, Not Graduate, No,5300000,13100000,14,417,4900000,6200000,18200000,6800000, Rejected
903,3, Not Graduate, No,400000,1100000,16,504,200000,400000,800000,400000, Rejected
904,0, Not Graduate, No,2100000,5900000,14,402,4400000,0,4800000,1000000, Rejected
905,2, Graduate, Yes,1200000,3500000,16,540,3100000,1800000,3500000,800000, Rejected
906,2, Graduate, Yes,8000000,28400000,10,607,11400000,3800000,29000000,11600000, Approved
907,0, Not Graduate, No,8500000,17200000,12,624,6500000,8400000,18600000,5100000, Approved
908,4, Graduate, No,4600000,16600000,16,805,4800000,8000000,11500000,2800000, Approved
909,2, Graduate, No,4600000,16100000,18,709,7100000,9000000,13800000,5400000, Approved
910,3, Not Graduate, Yes,1400000,3800000,16,451,3100000,1300000,4300000,1300000, Rejected
911,1, Not Graduate, Yes,3700000,10200000,4,447,300000,2000000,14500000,3200000, Rejected
912,3, Not Graduate, Yes,1000000,2500000,18,763,400000,1100000,2100000,1400000, Approved
913,1, Graduate, No,2900000,11100000,20,478,4200000,2900000,8500000,3000000, Rejected
914,2, Graduate, Yes,300000,800000,10,752,600000,300000,1000000,400000, Approved
915,3, Graduate, No,5000000,17600000,8,303,6300000,9600000,12800000,6900000, Rejected
916,3, Not Graduate, Yes,5000000,16700000,20,420,1100000,5000000,18700000,6900000, Rejected
917,1, Not Graduate, No,4500000,12400000,6,504,12000000,3200000,13100000,2200000, Rejected
918,4, Not Graduate, Yes,6200000,18300000,4,900,16900000,3400000,15300000,6400000, Approved
919,4, Not Graduate, Yes,9800000,23800000,8,634,12800000,9300000,37600000,6100000, Approved
920,3, Not Graduate, Yes,8300000,20900000,4,615,4400000,200000,19000000,9600000, Approved
921,2, Graduate, Yes,4900000,12200000,18,353,7000000,200000,14400000,3600000, Rejected
922,2, Not Graduate, No,4500000,14500000,18,498,7900000,200000,13500000,4800000, Rejected
923,4, Not Graduate, No,7500000,21900000,2,585,6800000,12200000,27500000,8100000, Approved
924,1, Graduate, No,7400000,15500000,2,693,3000000,12800000,21800000,9300000, Approved
925,4, Graduate, No,4800000,14300000,6,795,5900000,0,11100000,2600000, Approved
926,3, Not Graduate, Yes,2700000,10600000,8,840,500000,3000000,9000000,1900000, Approved
927,3, Not Graduate, No,3700000,10900000,16,301,7800000,2300000,9600000,3400000, Rejected
928,0, Graduate, No,4700000,18500000,4,516,1000000,8400000,10400000,6100000, Approved
929,2, Not Graduate, No,7100000,26600000,6,727,16500000,9800000,21100000,7900000, Approved
930,3, Not Graduate, Yes,5500000,19300000,10,344,14400000,1300000,12400000,6600000, Rejected
931,3, Graduate, Yes,4200000,15400000,8,362,9900000,5300000,15500000,5600000, Rejected
932,5, Graduate, No,6700000,17700000,6,482,3200000,10400000,18500000,5700000, Rejected
933,5, Not Graduate, Yes,4200000,11200000,2,758,5300000,6500000,9600000,3800000, Approved
934,5, Graduate, No,1600000,4000000,18,529,300000,1200000,5300000,2000000, Rejected
935,5, Not Graduate, Yes,4300000,14100000,12,532,12600000,5700000,12000000,4600000, Rejected
936,0, Not Graduate, No,4000000,12500000,18,868,11000000,800000,14400000,2300000, Approved
937,5, Graduate, Yes,2300000,9100000,16,644,4000000,2600000,6600000,3100000, Approved
938,0, Graduate, Yes,1800000,6000000,12,658,2900000,2300000,4500000,2400000, Approved
939,1, Graduate, Yes,8700000,33900000,10,766,16300000,700000,19500000,9000000, Approved
940,3, Not Graduate, No,7800000,21100000,12,717,1200000,10700000,19900000,6200000, Approved
941,0, Not Graduate, No,1600000,4500000,18,463,100000,2000000,4100000,1800000, Rejected
942,4, Not Graduate, No,2400000,7300000,4,540,2500000,300000,7800000,2200000, Approved
943,1, Graduate, No,1800000,5900000,16,804,800000,2500000,5000000,1000000, Approved
944,4, Not Graduate, Yes,6700000,18400000,10,371,1900000,1400000,15700000,4400000, Rejected
945,5, Graduate, No,5800000,13700000,6,369,10500000,2700000,12100000,3000000, Rejected
946,0, Not Graduate, No,500000,1800000,2,651,700000,0,1700000,200000, Approved
947,0, Graduate, Yes,9400000,30700000,10,477,17400000,900000,27500000,6200000, Rejected
948,5, Graduate, No,3700000,14000000,2,469,3800000,600000,8000000,2800000, Approved
949,3, Not Graduate, No,900000,1900000,12,547,2400000,400000,3000000,400000, Rejected
950,4, Not Graduate, No,500000,1300000,6,809,200000,300000,900000,500000, Approved
951,0, Graduate, Yes,5000000,19900000,6,748,8300000,8500000,11300000,3000000, Approved
952,0, Graduate, No,7900000,28600000,18,541,400000,3900000,22300000,6700000, Rejected
953,4, Graduate, No,5300000,15800000,2,527,3800000,5200000,19700000,3900000, Rejected
954,5, Graduate, No,6600000,20100000,18,348,6900000,2500000,22500000,7200000, Rejected
955,4, Graduate, Yes,6200000,16200000,20,734,8800000,4000000,14600000,4400000, Approved
956,5, Not Graduate, No,500000,1500000,6,433,-100000,700000,1900000,700000, Rejected
957,2, Graduate, Yes,5000000,15900000,16,699,8800000,5900000,18100000,7200000, Approved
958,0, Not Graduate, No,4500000,17100000,8,303,7400000,8200000,17400000,4200000, Rejected
959,2, Graduate, No,1700000,3700000,20,558,4100000,1400000,5000000,2500000, Approved
960,2, Graduate, No,400000,1300000,16,507,200000,200000,1500000,300000, Rejected
961,0, Graduate, Yes,4700000,17700000,16,887,1300000,4900000,13200000,6700000, Approved
962,0, Not Graduate, No,7300000,21600000,2,479,17900000,12300000,15900000,7500000, Rejected
963,2, Graduate, No,8400000,32100000,20,328,16300000,4600000,19500000,8000000, Rejected
964,0, Not Graduate, Yes,2500000,6700000,16,569,4500000,3400000,6200000,1300000, Approved
965,1, Not Graduate, No,4600000,15200000,4,593,13800000,3800000,11700000,3900000, Approved
966,3, Not Graduate, Yes,4900000,12700000,8,409,2000000,2500000,19300000,4700000, Rejected
967,4, Not Graduate, No,9500000,21300000,18,353,22900000,2300000,21400000,11100000, Rejected
968,5, Graduate, Yes,4500000,11600000,20,306,4800000,1900000,11900000,5700000, Rejected
969,2, Graduate, Yes,5900000,14200000,12,499,9200000,11600000,20200000,4400000, Rejected
970,2, Not Graduate, Yes,3300000,11300000,6,647,5100000,6000000,12800000,4400000, Approved
971,2, Graduate, Yes,4900000,12600000,2,767,1100000,7400000,13000000,3800000, Approved
972,0, Graduate, No,8400000,24300000,4,785,11900000,10100000,26600000,8500000, Approved
973,3, Graduate, No,3800000,11800000,4,694,0,500000,8300000,5100000, Approved
974,0, Not Graduate, No,9900000,22300000,20,613,28400000,8900000,23600000,4900000, Approved
975,2, Not Graduate, No,1700000,5300000,20,761,2500000,500000,3700000,1200000, Approved
976,1, Graduate, Yes,8300000,17700000,10,673,23700000,5300000,28700000,4200000, Approved
977,4, Not Graduate, No,4700000,10300000,12,710,7500000,7700000,16900000,6600000, Approved
978,0, Graduate, Yes,900000,3500000,6,331,2400000,1400000,3500000,1100000, Rejected
979,0, Not Graduate, Yes,3900000,9600000,10,783,9900000,2100000,10900000,3900000, Approved
980,0, Graduate, No,8300000,31400000,18,558,13300000,2900000,25900000,6300000, Approved
981,4, Graduate, Yes,4700000,13000000,6,552,5600000,8300000,11900000,2400000, Approved
982,2, Not Graduate, No,4300000,14500000,10,594,11400000,700000,14000000,5300000, Approved
983,4, Graduate, No,6200000,12400000,20,547,14200000,10800000,17200000,8000000, Rejected
984,0, Not Graduate, No,800000,2400000,2,716,700000,1200000,3100000,400000, Approved
985,4, Not Graduate, No,2900000,11200000,10,744,6600000,4000000,7300000,1600000, Approved
986,4, Graduate, Yes,9200000,29400000,14,517,4900000,0,33500000,10100000, Rejected
987,3, Not Graduate, Yes,3100000,6300000,18,895,2300000,3400000,10500000,4200000, Approved
988,3, Not Graduate, Yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000, Rejected
989,4, Not Graduate, No,3900000,8800000,14,527,4600000,4900000,14900000,3100000, Rejected
990,3, Graduate, No,5500000,19800000,14,853,7300000,3000000,15500000,3100000, Approved
991,3, Graduate, No,8600000,23600000,4,324,13800000,3800000,28500000,4300000, Rejected
992,4, Graduate, No,700000,1800000,8,874,1600000,1000000,1300000,300000, Approved
993,2, Not Graduate, Yes,3800000,10000000,12,516,2400000,4200000,14200000,5100000, Rejected
994,5, Graduate, Yes,6900000,18300000,4,402,12600000,13100000,23200000,6100000, Rejected
995,1, Graduate, No,7900000,24000000,12,867,20500000,10000000,30700000,9400000, Approved
996,4, Not Graduate, No,5800000,14200000,20,535,10200000,4000000,21100000,3400000, Rejected
997,1, Graduate, Yes,7400000,29500000,16,323,10000000,4400000,29400000,8100000, Rejected
998,1, Not Graduate, No,5700000,19100000,12,649,9400000,10200000,16400000,4500000, Approved
999,2, Not Graduate, No,9000000,31000000,14,670,21300000,5400000,31100000,12900000, Approved
1000,3, Graduate, No,5900000,14400000,10,408,2400000,5100000,23000000,3700000, Rejected
1001,0, Graduate, No,9800000,34800000,14,497,3000000,2200000,23800000,9600000, Rejected
1002,4, Graduate, Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000, Approved
1003,4, Not Graduate, Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000, Rejected
1004,3, Graduate, Yes,2500000,7100000,6,420,3800000,3300000,8700000,3000000, Rejected
1005,1, Graduate, No,1900000,6000000,20,540,1100000,1400000,4300000,1300000, Rejected
1006,1, Graduate, Yes,3100000,9200000,16,374,2400000,3500000,7100000,3500000, Rejected
1007,4, Graduate, No,4500000,9900000,10,509,11100000,3100000,12200000,2700000, Rejected
1008,2, Graduate, No,6900000,18200000,20,396,15600000,4300000,22900000,5400000, Rejected
1009,4, Not Graduate, Yes,3700000,11900000,18,635,6100000,6400000,11200000,4700000, Approved
1010,1, Graduate, No,9700000,33900000,10,833,24600000,16200000,28300000,6600000, Approved
1011,5, Graduate, Yes,8100000,20300000,18,751,1600000,7900000,31700000,7400000, Approved
1012,4, Graduate, No,6500000,14500000,4,588,10300000,9500000,22800000,6400000, Approved
1013,1, Not Graduate, Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000, Approved
1014,1, Graduate, No,4700000,9300000,8,515,1000000,4700000,14600000,5700000, Rejected
1015,2, Graduate, Yes,7600000,22300000,12,555,2100000,13800000,17700000,7100000, Approved
1016,1, Graduate, Yes,6800000,27200000,2,702,4600000,2400000,27100000,6300000, Approved
1017,2, Not Graduate, Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000, Rejected
